,sum,sum,median,median,std,std,KS p-value
nb_mean_nb_min_eccentricity_1,395.0812180092785,226.13318227531462,3.130434782608696,2.6923076923076925,1.1337651669923692,1.646871226451873,0.0022756829513938125
nb_mean_nb_min_eccentricity_2,555.039499530209,313.2740024151885,4.341666666666667,3.898854961832061,0.3463741871457361,0.957143475995086,0.0037906999600799164
nb_mean_nb_min_eccentricity_3,647.7206572947991,378.52775973131946,5.003724394785848,4.796436285097192,0.19100026003374843,0.8384774828821057,1.1142013659761422e-05
nb_mean_nb_min_eccentricity_4,676.0564080318474,411.6150521982882,5.176360225140713,5.128927761580822,0.06302420372971936,0.7991694769395647,9.10602962837241e-08
nb_mean_nb_min_harmonic_centrality_1,38.4825189819033,24.215314526856236,0.2936130507200282,0.2935852398967228,0.013935249831000196,0.018028954702427026,0.006920387701102644
nb_mean_nb_min_harmonic_centrality_2,41.410059057793184,25.670352224632843,0.3180842297740615,0.307587368894592,0.013169261952925134,0.014479847649500478,0.03500272373443744
nb_mean_nb_min_harmonic_centrality_3,42.989920982770755,26.873710797758303,0.3295426727210131,0.3281004156980054,0.004785056415517136,0.011345034582538119,0.002703061496991286
nb_mean_nb_min_harmonic_centrality_4,42.81517748262913,27.202180771290173,0.3267581024805865,0.3283278131426561,0.0017741861061992476,0.004344758180149262,1.5142272632690315e-13
nb_mean_nb_min_hub_score_1,3.441232998670336,1.2791002969438796,0.0153525751492565,0.0072589449047637,0.0332882028789723,0.0226909368351808,0.01998778787208342
nb_mean_nb_min_hub_score_2,13.956360061787697,6.172212206523276,0.1139052707324628,0.070805969594714,0.04302230715224206,0.04988953821941097,0.004520641168447701
nb_mean_nb_min_hub_score_3,17.602445640457436,10.327580653920636,0.1359622812363375,0.1342561678131604,0.013844740025893941,0.03527316173098635,6.520624839009697e-05
nb_mean_nb_min_hub_score_4,16.452779076342672,10.655665126392051,0.1249408866926216,0.1286843112584638,0.004921111568280786,0.02204049073103889,2.2945295455855917e-13
nb_mean_nb_min_local_clustering_coef_1,2.3201981842013444,4.787530115208753,0.0155471748696734,0.0179869374067601,0.014483891715756658,0.14833964920974663,3.0795335692189845e-05
nb_mean_nb_min_local_clustering_coef_2,3.9817590217139442,6.077238128336341,0.0318427705038988,0.0327610662918277,0.00849625782779072,0.15630530823772543,0.002573907279853466
nb_mean_nb_min_local_clustering_coef_3,6.151699439107141,5.207323586328276,0.0491515309258869,0.0438538838679718,0.006237961074527842,0.128953962402744,0.0041661050608114
nb_mean_nb_min_local_clustering_coef_4,6.923144707737465,5.888691973060222,0.0532114419792455,0.05293159383945,0.002024246656809983,0.12757887505903967,0.022557383050432183
nb_mean_nb_min_pagerank_1,0.04127684345848275,0.017668222673079565,0.0001930399723118,0.0001576252493142,0.0004448900472694199,0.00017033051415743842,0.10121298637451541
nb_mean_nb_min_pagerank_2,0.1481735109871789,0.0681625645049129,0.0009529219186779,0.0007227532771825,0.0006291050046454239,0.0006308168162158619,0.0004064671650292739
nb_mean_nb_min_pagerank_3,0.2016986718778333,0.112945083007822,0.0015957802941035,0.0015708149694663,0.00023030188582047443,0.0004940328526375274,8.798868503465422e-06
nb_mean_nb_min_pagerank_4,0.1944643056129788,0.1255412276151187,0.0014800368316226,0.0015134403816513,6.80087422210574e-05,0.0002279734412604739,1.177956317333529e-12
nb_mean_nb_std_authority_1,27.60392747009809,16.748523172699407,0.215172315599178,0.2111194914961662,0.033172547239283263,0.05805254138231146,0.011001493367876895
nb_mean_nb_std_authority_2,31.46202815758331,18.672120600009453,0.244256906609021,0.2357015920117425,0.022833885041233615,0.048083216481420485,0.0768561737089355
nb_mean_nb_std_authority_3,28.642622615479066,18.647687097181148,0.2166583456755642,0.230465731589366,0.010664938344588662,0.04164049577602097,1.2023505519828807e-13
nb_mean_nb_std_authority_4,26.802661235432392,17.10654575313801,0.2038017680729673,0.2066115458958372,0.0031691817217450874,0.03499647835694045,4.322060011879266e-14
nb_mean_nb_std_betweenness_1,27177539.184350543,15538315.295418227,203031.12343790385,181666.9153207616,72661.14201542662,76837.11164512383,0.014059865909243302
nb_mean_nb_std_betweenness_2,38118958.05328535,21059800.429904293,276323.06832809903,246939.4492966572,77253.76544579507,87017.24871590179,5.278519350705498e-06
nb_mean_nb_std_betweenness_3,36398428.146082506,23164354.539089143,274048.1421543723,275952.7371003956,18412.699914360106,59970.338207071785,2.6964470856726006e-05
nb_mean_nb_std_betweenness_4,34132229.80760434,21849064.665452834,259602.832841076,263229.75558654685,4526.482023348225,45739.08536215891,5.833534405282866e-14
nb_mean_nb_std_closeness_1,27177539.184350543,15538315.295418227,203031.12343790385,181666.9153207616,72661.14201542662,76837.11164512383,0.014059865909243302
nb_mean_nb_std_closeness_2,38118958.05328535,21059800.429904293,276323.06832809903,246939.4492966572,77253.76544579507,87017.24871590179,5.278519350705498e-06
nb_mean_nb_std_closeness_3,36398428.146082506,23164354.539089143,274048.1421543723,275952.7371003956,18412.699914360106,59970.338207071785,2.6964470856726006e-05
nb_mean_nb_std_closeness_4,34132229.80760434,21849064.665452834,259602.832841076,263229.75558654685,4526.482023348225,45739.08536215891,5.833534405282866e-14
nb_mean_nb_std_constraint_1,24.559175433442203,16.400357257111448,0.1831958682873047,0.1912246839401315,0.03989308340841669,0.06195137817881814,0.001031748083143858
nb_mean_nb_std_constraint_2,20.039531456687104,13.108624776943424,0.1487260069670066,0.1525567502063885,0.014730732558532866,0.03770571882880969,0.0017287065186847137
nb_mean_nb_std_constraint_3,19.244833085839595,12.047768271815944,0.1468209839134748,0.1460027392923047,0.0026750233457017722,0.02167633301146278,3.665014458858279e-05
nb_mean_nb_std_constraint_4,19.50049192296824,12.010367914242158,0.1489863001588829,0.1480650204971161,0.0008751262258022135,0.019374068866587744,3.642058134776997e-08
nb_mean_nb_std_coreness_1,1360.6685294227793,849.7864725255973,10.397798075444516,10.50030268645138,0.8797863394886432,2.3913378546734743,3.256574980723241e-05
nb_mean_nb_std_coreness_2,1270.087535350588,789.7527904109105,9.62291144918567,9.661460154610111,0.33666856440128035,1.7316398458380358,0.00017323344367241712
nb_mean_nb_std_coreness_3,1243.9373784787845,774.8567798456329,9.483672166766064,9.591191861279896,0.10570048107718395,1.545216376562722,7.65865132848943e-08
nb_mean_nb_std_coreness_4,1214.2889458111197,758.8172028903035,9.251456487192064,9.3353983008032,0.05823496089471652,1.4514095849597584,7.263315570137375e-14
nb_mean_nb_std_degree_1,15040.244850273884,8968.909112801082,115.49683983542349,107.13522684908465,28.24174637160251,33.67125569747529,0.02470648635048445
nb_mean_nb_std_degree_2,19595.18297866955,11196.424325001091,145.25956669009526,137.62534463311093,29.230580381155175,37.01729484392601,0.03849321906300506
nb_mean_nb_std_degree_3,18539.488069357812,11836.652818068109,140.82320327578918,143.8391275455058,7.385478087824364,28.04606375518507,7.446253335266572e-06
nb_mean_nb_std_degree_4,17443.587806998745,11135.805319127116,132.67361720903094,134.50650441476185,2.055249684403068,22.683361074133323,2.208635311771526e-14
nb_mean_nb_std_eccentricity_1,119.07289707707234,86.96025520491823,0.8707582027175382,0.9656201090462272,0.22251535401849018,0.5737162205836208,0.00016193409843919513
nb_mean_nb_std_eccentricity_2,103.72130036993892,71.68419722107438,0.7755366582339942,0.8117361015934516,0.06836066381001077,0.20693139770911978,2.583506798149547e-05
nb_mean_nb_std_eccentricity_3,99.45688915140084,63.856578871546105,0.759481311356061,0.7578012601951617,0.011893116425241552,0.046762871667741485,8.798868503465422e-06
nb_mean_nb_std_eccentricity_4,101.037511081707,63.560255858312146,0.7720159919313863,0.7688129822572453,0.004516757453967427,0.011497638315439467,7.446253335266572e-06
nb_mean_nb_std_harmonic_centrality_1,6.202102342730984,3.8301673405166787,0.0471183839879967,0.0473783945249183,0.004719563675896904,0.009964808810802684,0.004627336127816095
nb_mean_nb_std_harmonic_centrality_2,6.7611513400174275,3.9668932547337143,0.0512882414652516,0.0489277773426996,0.0026395132702900204,0.008501637838247885,7.3626972268627705e-06
nb_mean_nb_std_harmonic_centrality_3,6.826704399833528,4.206937345351137,0.0520774471005991,0.0520080947929595,0.0007138899789623013,0.007914501976500626,3.3030327895460023e-06
nb_mean_nb_std_harmonic_centrality_4,6.742101291127704,4.199945802115848,0.0514222978458984,0.0515751336995258,0.00017298373235530211,0.007673187101327898,9.994354766420704e-12
nb_mean_nb_std_hub_score_1,27.553014234507028,17.520126080114633,0.2138514838134979,0.214881947794168,0.03374355484806662,0.0620974204019462,0.0013059750295016355
nb_mean_nb_std_hub_score_2,31.442213954628773,18.842460246925256,0.244829332040806,0.2400223801520239,0.022825010684179116,0.04892789183634367,0.003483889091366404
nb_mean_nb_std_hub_score_3,28.662316429087678,18.737252303012607,0.2169816956421959,0.2337587221534856,0.01068263602607693,0.04196980088216436,9.68908734544606e-13
nb_mean_nb_std_hub_score_4,26.79206667635185,17.095238814373463,0.2037081377259681,0.2065267460817991,0.003206011865050251,0.034695316879702794,4.322060011879266e-14
nb_mean_nb_std_local_clustering_coef_1,20.490650780197114,14.911814846234156,0.1517681208318473,0.1737398146933652,0.04155205297939281,0.06593847594341813,1.0012834122026154e-06
nb_mean_nb_std_local_clustering_coef_2,15.339632618643972,11.213584557453421,0.1149317748911599,0.1312860522803016,0.01050270264333047,0.034367820622613815,3.5520578713936985e-16
nb_mean_nb_std_local_clustering_coef_3,13.428565001641221,9.07985032863201,0.1015220179758608,0.1054945428408146,0.0034389121450800948,0.01869765676754482,5.477582488485885e-13
nb_mean_nb_std_local_clustering_coef_4,13.082097821875973,8.389526281238833,0.0997700231546951,0.099985832931298,0.0006022490397857928,0.015146657871233187,2.8579953549767608e-11
nb_mean_nb_std_pagerank_1,0.255833695452405,0.1475536170504656,0.0019287288358483,0.0017969771200996,0.0005424869753237884,0.0006174971121227695,0.02470648635048445
nb_mean_nb_std_pagerank_2,0.3430053247699991,0.1927863294273298,0.0025137465326035,0.0023374967856244,0.0005734792433523588,0.0006828104097878716,0.0024808707922750087
nb_mean_nb_std_pagerank_3,0.3267167867340128,0.20679844000940478,0.0024722814189064,0.0024953208107179,0.00013559398825196498,0.0004945637436381787,6.024943043962926e-06
nb_mean_nb_std_pagerank_4,0.3082970431730878,0.19662444052468359,0.0023454048628523,0.0023766816490994,3.5163590926430633e-05,0.0003916718965987659,5.833534405282866e-14
nb_mean_pagerank,0.2630066499508117,0.1495650820591447,0.001621013964696,0.0016009546782606,0.001339187977777911,0.0011938180247058315,0.10121298637451541
nb_mean_pagerank_1,0.2630066499508065,0.14956508205914099,0.0016210139646959,0.0016009546782606,0.0013391879777779044,0.00119381802470582,0.10121298637451541
nb_mean_pagerank_2,0.088321205712046,0.0736118172369237,0.000603731522211,0.0008285002691733,0.00029241328039163433,0.0004442915357232468,5.033159859895897e-09
nb_mean_pagerank_3,0.042569333062645,0.0372367866873072,0.0002991779800185,0.0003660881976959,7.883619980670139e-05,0.0002443503354330813,5.231510143913014e-11
nb_mean_pagerank_4,0.0355920278693089,0.0239120975103552,0.0002681083783358,0.0002732949173031,2.086798914352116e-05,5.425690463588926e-05,5.5140795134895626e-14
nb_min_authority,5.737553626625936,5.985199323699574,0.0084366353431207,0.0265930027294052,0.13154106602657775,0.13516586757774657,2.1167959054486928e-09
nb_min_betweenness,2168432.372098356,1962044.3531560847,0.0,489.1427920803998,83679.36924463673,76293.4114811137,3.736309107813647e-08
nb_min_closeness,2168432.372098356,1962044.3531560847,0.0,489.1427920803998,83679.36924463673,76293.4114811137,3.736309107813647e-08
nb_min_constraint,1.4012048947038185,3.469055983012167,0.0089518418838312,0.0107921475808384,0.012208570110530932,0.0810513735052797,1.198374618329444e-14
nb_min_coreness,780.0,895.0,2.0,6.0,8.000829375681427,10.662274722717914,6.769182413753218e-08
nb_min_degree,2484.0,2414.0,2.0,9.0,65.84789051935151,63.33288068673276,1.3356352719087035e-07
nb_min_eccentricity,389.0,367.0,5.0,5.0,2.683106498352838,2.3845052763353225,2.3199082117507244e-08
nb_min_harmonic_centrality,38.303263894135654,25.97582880058457,0.286398604920553,0.3095672483694776,0.04018964080148126,0.04554263695111599,3.548979241069927e-09
nb_min_hub_score,4.462309041527433,5.73637774807691,0.0011093008627162,0.0090650321821111,0.12599568088395416,0.14967580284736914,3.413740659948762e-07
nb_min_local_clustering_coef,1.8229930124973717,7.711510037931579,0.0,0.0433219617768974,0.029007174743938127,0.17707405319818187,6.560036557526331e-13
nb_min_pagerank,0.04927951220771203,0.04491547965861044,8.94361031305865e-05,0.0002144610246117,0.0011244995297451852,0.0009672378187588034,1.6184398038630878e-10
nb_std_authority,28.440272992492588,15.460817206874207,0.2305506244838026,0.2147785780143556,0.06723815272306798,0.11218048800124668,0.004066457629050905
nb_std_betweenness,29616725.129872072,13619766.688275198,211458.93369714418,163173.00969849346,161362.00836947543,146617.5878109667,0.03468279169538507
nb_std_closeness,29616725.129872072,13619766.688275198,211458.93369714418,163173.00969849346,161362.00836947543,146617.5878109667,0.03468279169538507
nb_std_constraint,21.329581026710766,9.600069979036132,0.1695715271807245,0.0938472351445803,0.10249981610577363,0.11483058869058761,0.022131280647578168
nb_std_coreness,1268.498023928911,665.3211762448469,10.55218885101548,10.000690443172001,2.4276320998827186,5.130861913075522,0.0008484745588338114
nb_std_degree,16143.672318199893,8588.128087965857,120.95482767450503,109.68987417998594,60.19294180967958,68.74583146077426,0.00864810433211084
nb_std_eccentricity,116.58223910947059,64.26944101935293,0.7848243548172746,0.5773502691896258,0.5718120818418098,0.9746828204358926,0.0017287065186847137
nb_std_harmonic_centrality,6.132447567165532,3.283383373358399,0.047821493504250995,0.044658802556549845,0.01190726558674791,0.018880646493845542,0.022557383050432183
nb_std_hub_score,28.519080606904314,16.26984107656236,0.23608339888143148,0.2326462838812211,0.06766946614949185,0.11306716617450094,0.0004794565918946306
nb_std_local_clustering_coef,18.041323552915095,11.247307963687156,0.1184054828424011,0.1335962559502804,0.08419363403858263,0.10372922091186727,0.002670225312158748
nb_std_pagerank,0.2784484261184863,0.14105794611959846,0.0019859442006113,0.0018526876784678,0.001171913940978843,0.0012121648868323137,0.022337471826991268
pagerank,0.20129128292216675,0.05943770877874824,0.0008143731811768,0.00021719062476500001,0.0020961998192073825,0.0010853809414205799,1.3108872143253643e-11
